,GeneSymbol,T1.FPKM,T2.FPKM,TO1.FPKM,TO2.FPKM,Control_Avg_FPKM,Resistant_Avg_FPKM,p_value,log2FoldChange
148,ENSG00000073331,2.93,2.64,1.3544220142716077,1.2867009135580272,2.785,1.3205614639148173,0.0515333866132304,-0.7058193900285841
149,ENSG00000132334,2.0,1.81,0.9264538374102019,0.8801311455396919,1.905,0.903292491474947,0.04829137706969207,-0.6100408765450195
150,ENSG00000140416,18.35,16.99,8.653178329180498,8.220519412721472,17.67,8.436848870950985,0.03092075749866332,-0.9843448235827913
151,ENSG00000144320,6.79,5.41,2.987231907640126,2.83787031225812,6.1,2.9125511099491233,0.1322153774463966,-0.8597094264152514
152,ENSG00000005700,15.04,14.59,7.305518758534558,6.94024282060783,14.815,7.1228807895711945,0.0017547610502764617,-0.9612301790270505
154,ENSG00000104907,2.1,1.93,0.9936294497770595,0.9439479772882065,2.015,0.968788713532633,0.036846614846477645,-0.6148497097251686
155,ENSG00000106799,0.6,1.76,0.5859245723078511,0.5566283436924585,1.18,0.5712764580001548,0.48454599227636164,-0.47239109727495915
156,ENSG00000124795,29.91,24.0,13.38440410725265,12.715183901890017,26.955,13.049794004571332,0.12949167893020266,-0.992557366888378
157,ENSG00000183508,1.4,1.42,0.7001302092831102,0.6651236988189547,1.41,0.6826269540510325,0.00263060833518774,-0.5183177863030799
159,ENSG00000010810,3.62,4.86,2.105356090326516,2.00008828581019,4.24,2.052722188068353,0.17362942598202277,-0.7794705082097689
160,ENSG00000140022,0.98,1.33,0.5775,0.548625,1.155,0.5630625,0.18091064568833912,-0.4633124027891369
161,ENSG00000113739,298.58,273.59,143.0425,135.89037499999998,286.085,139.46643749999998,0.03945004161640985,-1.0312524929360503
162,ENSG00000183010,4.0,3.88,1.9741007620068767,1.8753957239065326,3.94,1.9247482429567047,0.0017891118407772546,-0.7561985963513786
163,ENSG00000146416,0.86,1.23,0.5243139885962151,0.4980982891664044,1.045,0.5112061388813098,0.21087945742512265,-0.4364003757433807
164,ENSG00000085662,754.9,781.11,387.20986356066174,367.8493703826286,768.005,377.52961697164517,0.0026061885860626383,-1.0225867942972813
165,ENSG00000185989,39.77,39.2,19.92120188117862,18.92514178711969,39.485,19.423171834149155,0.002752680339810726,-0.9871805352063576
166,ENSG00000181904,4.32,1.82,1.548894257951586,1.4714495450540066,3.0700000000000003,1.5101719015027963,0.4299344882646229,-0.6972426283419297
167,ENSG00000100105,3.21,4.4,1.9303954948701252,1.833875720126619,3.805,1.882135607498372,0.18903328033157765,-0.7373982135769978
169,ENSG00000171204,24.37,24.08,12.31568323024882,11.699899068736379,24.225,12.0077911494926,0.004463513305409859,-0.9554782702447201
172,ENSG00000163468,105.78,101.43,52.744538810806766,50.10731187026643,103.605,51.425925340536594,0.005578605602468204,-0.9965994865563369
173,ENSG00000277972,5.28,6.61,3.0518346746526968,2.899242940920062,5.945,2.9755388077863794,0.13631108097344058,-0.8048242910065053
174,ENSG00000186815,9.93,9.03,4.869882822656289,4.6263886815234745,9.48,4.7481357520898815,0.04614807258142968,-0.8664726778460095
176,ENSG00000128342,245.34,263.45,131.13659272990014,124.57976309340513,254.39499999999998,127.85817791165263,0.026683547467399617,-0.9869461809992656
177,ENSG00000168685,13.81,14.19,7.221782255109513,6.860693142354037,14.0,7.041237698731775,0.0014350616764355537,-0.8994730190308207
178,ENSG00000175745,7.12,7.79,3.8536040693642875,3.660923865896073,7.455,3.7572639676301804,0.042219311808236556,-0.8296726758925208
180,ENSG00000171246,38.04,37.01,19.424158133573847,18.45295022689515,37.525,18.938554180234497,0.0014734753871372757,-0.9502341584699139
182,ENSG00000164054,4.68,4.42,2.3584950048198645,2.2405702545788713,4.55,2.299532629699368,0.015332795713393509,-0.7502260865574798
184,ENSG00000151690,7.18,7.91,3.9299770859335155,3.73347823163684,7.545,3.8317276587851774,0.048036787635950644,-0.8225413527170934
186,ENSG00000176108,34.59,33.34,17.71595028962082,16.83015277513978,33.965,17.2730515323803,0.0034192459164464374,-0.936193926339291
187,ENSG00000149257,56.69,51.14,28.14125578347099,26.73419299429744,53.915,27.437724388884213,0.05308638876556967,-0.9493942504830439
188,ENSG00000164440,0.95,1.08,0.5301526496535975,0.5036450171709177,1.0150000000000001,0.5168988334122576,0.07253757122823885,-0.4096549676714868
189,ENSG00000175414,2.77,2.63,1.4112361352769727,1.340674328513124,2.7,1.3759552318950483,0.011433635025028147,-0.639017617823227
190,ENSG00000145014,2.96,2.01,1.2988599245049173,1.2339169282796714,2.485,1.2663884263922944,0.23525205847937294,-0.6207635165563813
191,ENSG00000078140,7.79,6.32,3.687507753473719,3.503132365800033,7.055,3.595320059636876,0.128615438887901,-0.8097192415915565
192,ENSG00000070761,29.53,29.7,15.51139120203025,14.735821641928737,29.615000000000002,15.123606421979494,0.012617948514342751,-0.9250642106167832
193,ENSG00000223638,0.99,1.38,0.6210955167437803,0.5900407409065913,1.185,0.6055681288251857,0.20475242471763688,-0.44454939570680996
194,ENSG00000119698,3.58,4.05,2.006502643831386,1.9061775116398167,3.815,1.9563400777356015,0.06926869577725171,-0.7037235609790325
196,ENSG00000068438,1.86,1.3,0.8321552184043205,0.7905474574841045,1.58,0.8113513379442125,0.22075464319248575,-0.5103046605261762
197,ENSG00000066248,6.27,6.73,3.4329282823935356,3.2612818682738585,6.5,3.347105075333697,0.026536578769020193,-0.7868356277057145
198,ENSG00000136732,79.5,87.27,44.19208142179117,41.982477350701615,83.38499999999999,43.087279386246394,0.04564919234512522,-0.936624121607409
199,ENSG00000153976,19.47,18.65,10.1223770473009,9.616258194935854,19.06,9.869317621118377,0.006022294249178376,-0.8840602355508663
201,ENSG00000138111,1.9,2.1,1.0636326728931846,1.0104510392485253,2.0,1.037041856070855,0.05142385646771408,-0.5584868763695083
202,ENSG00000165055,4.33,3.83,2.172820734922572,2.064179698176443,4.08,2.1185002165495073,0.06951912431637133,-0.7039761378988606
205,ENSG00000179832,2.29,2.18,1.1977068443843077,1.1378215021650924,2.2350000000000003,1.1677641732747,0.009613037640856715,-0.5775578948953175
206,ENSG00000172500,5.77,3.2,2.405118513214236,2.284862587553524,4.484999999999999,2.34499055038388,0.34377050317002833,-0.7134894853771493
207,ENSG00000114423,2.11,2.47,1.2280315262565442,1.166629949943717,2.29,1.1973307381001306,0.09606709586807077,-0.5823355461042384
210,ENSG00000181523,5.35,5.74,2.979742081741877,2.830754977654783,5.545,2.90524852969833,0.026326956380332077,-0.7449788278867636
211,ENSG00000077713,8.25,8.7,4.55740747956314,4.329537105584982,8.475,4.443472292574061,0.012286557937950455,-0.7995987290846722
212,ENSG00000105676,7.4,5.25,3.4036093946287584,3.233428924897321,6.325,3.3185191597630395,0.21674515595978075,-0.7622920691635564
214,ENSG00000122591,44.88,41.62,23.322139335392517,22.156032368622892,43.25,22.739085852007705,0.030758025306817705,-0.8984130746457974
216,ENSG00000141837,1.19,1.21,0.6475369419026563,0.6151600948075234,1.2,0.6313485183550899,0.0028493661748144076,-0.43143849400579665
218,ENSG00000072110,115.01,122.05,64.18251607309392,60.97339026943923,118.53,62.57795317126657,0.017140049389997143,-0.9107742793972677
219,ENSG00000242372,15.24,20.81,9.773852647198108,9.285160014838203,18.025,9.529506331018155,0.1993411166615006,-0.8534586555881276
223,ENSG00000198901,2.94,2.65,1.5260987126795487,1.4497937770455713,2.795,1.48794624486256,0.05567066688623832,-0.6091445710355731
224,ENSG00000125520,13.86,14.02,7.621942138667887,7.240845031734493,13.94,7.43139358520119,0.006874702555570205,-0.825337135892812
226,ENSG00000143079,13.9,13.33,7.46491108931209,7.091665534846484,13.615,7.278288312079287,0.005455868206549315,-0.8200454291278085
227,ENSG00000122008,2.95,2.55,1.5098776189571934,1.4343837380093338,2.75,1.4721306784832637,0.08948256161139953,-0.6011355885244924
232,ENSG00000127914,3.42,2.88,1.7355005575056617,1.6487255296303784,3.15,1.69211304356802,0.10931190040530565,-0.6243723455414711
234,ENSG00000101084,1.72,1.71,0.9448836368641935,0.8976394550209837,1.7149999999999999,0.9212615459425886,0.014450253187572426,-0.49889826812058397
235,ENSG00000108932,12.09,15.75,7.6798988306920375,7.295903889157436,13.92,7.487901359924736,0.1731084284444971,-0.8137677400589274
236,ENSG00000100106,1.08,1.56,0.7287712391276413,0.6923326771712592,1.32,0.7105519581494503,0.23715791512505827,-0.4396628786068246
238,ENSG00000197879,18.23,20.14,10.621435526665506,10.090363750332228,19.185000000000002,10.355899638498867,0.052709052564089816,-0.8298415828794616
239,ENSG00000151208,18.26,18.27,10.133143203659595,9.626486043476616,18.265,9.879814623568105,0.01918161867531873,-0.8243282106534561
240,ENSG00000189221,2.63,1.89,1.2555528633802557,1.192775220211243,2.26,1.2241640417957493,0.21626692108987977,-0.5516087674212033
241,ENSG00000066322,61.8,59.99,33.83048301572596,32.13895886493966,60.894999999999996,32.98472094033281,0.0020084197723174396,-0.8649365939777068
243,ENSG00000113575,56.53,61.5,32.87706915155145,31.23321569397388,59.015,32.055142422762664,0.03931150516739555,-0.8604483986489743
245,ENSG00000104321,2.95,2.15,1.4215819288778142,1.3505028324339232,2.55,1.3860423806558688,0.20836252136757882,-0.573199356345685
246,ENSG00000067369,4.75,4.53,2.588515227793917,2.459089466404221,4.640000000000001,2.5238023470990694,0.008464822867895471,-0.6785621580187126
247,ENSG00000125875,14.5,12.52,7.536819122305133,7.159978166189876,13.51,7.348398644247505,0.09183889369083724,-0.7974761220420661
249,ENSG00000154734,20.29,21.9,11.776420466511185,11.187599443185626,21.095,11.482009954848404,0.03218604421929839,-0.8238696636889202
250,ENSG00000104852,9.36,6.66,4.474734987979241,4.250998238580279,8.01,4.36286661327976,0.22366672373143248,-0.748522735346135
251,ENSG00000135316,4.98,4.36,2.612484630918386,2.4818603993724664,4.67,2.547172515145426,0.08114856033422209,-0.6766792383614342
252,ENSG00000183856,10.72,10.31,5.882286058695252,5.588171755760489,10.515,5.735228907227871,0.004277225629799418,-0.7737155272629117
254,ENSG00000103449,14.81,7.26,6.181747489316367,5.8726601148505475,11.035,6.0272038020834575,0.4109340166174868,-0.7762134966706131
255,ENSG00000108312,1.37,1.31,0.7517021319554246,0.7141170253576533,1.34,0.7329095786565389,0.006945203222075827,-0.4333121516101489
256,ENSG00000165171,8.58,9.58,5.097155256214182,4.842297493403473,9.08,4.969726374808827,0.06256397921345051,-0.7557589273193963
258,ENSG00000172667,2.08,2.02,1.1531849468060296,1.095525699465728,2.05,1.124355323135879,0.002030000540372537,-0.5217841488250854
260,ENSG00000115875,7.54,7.27,4.188691798686945,3.9792572087525975,7.404999999999999,4.083974503719771,0.0034610884700382962,-0.7252910242580832
262,ENSG00000160336,1.36,1.51,0.8139718104415471,0.7732732199194697,1.435,0.7936225151805084,0.05827398287378007,-0.441045478918172
264,ENSG00000126749,33.95,49.56,23.717450975584043,22.531578426804842,41.755,23.124514701194443,0.25093047378289957,-0.8255932255766765
265,ENSG00000108821,202.02,202.08,114.76735647507499,109.02898865132124,202.05,111.89817256319812,0.020241003625611945,-0.8468128932801906
266,ENSG00000057019,260.14,224.2,137.65148320428275,130.7689090440686,242.17,134.2101961241757,0.09520351136263719,-0.8467613052409714
267,ENSG00000167191,1.9,2.01,1.1112385913382037,1.0556766617712934,1.9549999999999998,1.0834576265547486,0.014784056659056877,-0.5041783716539118
268,ENSG00000115009,5.58,6.63,3.477357258970506,3.303489396021981,6.105,3.3904233274962436,0.11384793198549277,-0.6944745973987791
270,ENSG00000196151,1.99,3.77,1.6426997508505299,1.5605647633080033,2.88,1.6016322570792667,0.3867695964836811,-0.5766396021101531
271,ENSG00000074219,6.87,7.25,4.029688116157511,3.828203710349636,7.0600000000000005,3.928945913253574,0.012907618052314353,-0.7095006887664104
272,ENSG00000081059,13.55,11.41,7.133183212983585,6.776524052334406,12.48,6.954853632658995,0.11390937513438797,-0.7609132058388286
273,ENSG00000140939,7.63,7.43,4.309886464654047,4.094392141421345,7.529999999999999,4.202139303037696,0.0019993339394668635,-0.7134407092155974
274,ENSG00000149948,3.97,4.2,2.3397203066236534,2.2227342912924706,4.085,2.281227298958062,0.01484765724662447,-0.6320122376109897
275,ENSG00000010803,3.99,3.77,2.226930682878703,2.115584148734768,3.88,2.1712574158067355,0.01517654268769685,-0.6218261598339593
276,ENSG00000127022,5.41,4.77,2.92749286857729,2.7811182251484254,5.09,2.8543055468628578,0.0776656991556262,-0.6599712835164268
277,ENSG00000134333,9.73,10.03,5.6863820871591475,5.402062982801189,9.879999999999999,5.544222534980168,0.0022955047598762933,-0.733384843805117
278,ENSG00000069974,8.02,6.7,4.2389465238456365,4.026999197653354,7.359999999999999,4.132972860749495,0.12101229081710983,-0.7037083096099304
279,ENSG00000122641,11.05,9.59,5.9643754058227625,5.666156635531625,10.32,5.815266020677194,0.09133638535803988,-0.7320320821277031
281,ENSG00000013364,78.96,84.42,47.37610138827447,45.007296318860746,81.69,46.19169885356761,0.024085320239437675,-0.809179761653459
282,ENSG00000106211,318.89,344.78,192.44765092640543,182.82526838008516,331.835,187.6364596532453,0.03462368580582726,-0.8191986041930209
284,ENSG00000128805,4.7,5.83,3.059791888041444,2.9068022936393723,5.265000000000001,2.9832970908404084,0.14904010821871386,-0.6533514236441982
285,ENSG00000123685,9.28,9.51,5.463756395171029,5.1905685754124775,9.395,5.327162485291753,0.0022104371223379314,-0.7162592074893606
287,ENSG00000180035,0.73,1.93,0.775622330909331,0.7368412143638643,1.33,0.7562317726365977,0.5141252295396948,-0.407846702735031
289,ENSG00000114270,4.61,4.36,2.6209829798985935,2.489933830903664,4.485,2.5554584054011285,0.014507645267617077,-0.62545604205977
290,ENSG00000137312,547.25,569.29,326.69922478800964,310.3642635486092,558.27,318.5317441683094,0.004619527136089356,-0.8075856801561081
291,ENSG00000102038,10.33,12.52,6.690538160212451,6.356011252201829,11.425,6.52327470620714,0.13306927564049345,-0.7238131765213411
294,ENSG00000157654,0.5,8.05,2.5138950474969377,2.3882002951220906,4.275,2.451047671309514,0.7134628211666214,-0.6121366911310621
295,ENSG00000023445,12.25,11.49,6.999481375070317,6.6495073063168,11.870000000000001,6.824494340693558,0.021727203699321664,-0.7179426278059226
296,ENSG00000088808,3.08,3.2,1.8580181041515367,1.7651171989439598,3.14,1.8115676515477483,0.004226851101639761,-0.5582560065018646
297,ENSG00000103507,12.27,14.42,7.913014497319549,7.517363772453571,13.344999999999999,7.715189134886559,0.11066752038262191,-0.71894408929105
298,ENSG00000141469,5.52,5.16,3.1663917134272306,3.008072127755869,5.34,3.0872319205915497,0.024961297048997275,-0.6333587322656317
299,ENSG00000136888,61.91,62.08,36.862447547296846,35.019325169932,61.995,35.94088635861442,0.021428247394730877,-0.770018841741359
300,ENSG00000127838,35.94,34.88,21.08412051800676,20.02991449210642,35.41,20.557017505056592,0.0025234547811428627,-0.7561771512034684
301,ENSG00000163820,10.95,10.91,6.508032681779551,6.182631047690574,10.93,6.345331864735062,0.020700411423669438,-0.6996944641856957
302,ENSG00000018510,3.44,2.02,1.6266467142935732,1.5453143785788943,2.73,1.5859805464362338,0.35289891727704764,-0.5284642082579211
303,ENSG00000175832,1.66,1.41,0.9152505595137598,0.8694880315380717,1.535,0.8923692955259157,0.11290882282897921,-0.42179208939991336
